ovr_rank,team,conference,record,ovr_rating,off_rating,off_rank,def_rating,def_rank,st_rating,st_rank,week
86,Tulsa,AAC,1-1,-4.4,30.5,83,34.9,77,0.1,39,2
87,Toledo,MAC,0-1,-4.9,42.8,26,47.9,126,0.2,11,2
88,Miami (OH),MAC,1-1,-5.1,32.8,70,37.9,87,0,65,2
89,Georgia Tech,ACC,1-1,-5.5,24.8,107,30,51,-0.2,124,2
90,Florida Atlantic,C-USA,0-2,-5.7,29.2,90,34.8,75,0,88,2
91,North Texas,C-USA,1-1,-5.8,41.5,35,47.4,123,0.2,10,2
92,Western Michigan,MAC,1-1,-6.6,35.6,60,42.2,105,0,69,2
93,Georgia Southern,Sun Belt,1-1,-7.5,26.9,98,34.4,73,0,75,2
94,Eastern Michigan,MAC,1-1,-7.7,36,59,43.7,110,0,48,2
95,Middle Tennessee,C-USA,1-1,-7.7,38.6,46,46.3,116,0,80,2
96,Oregon State,Pac-12,0-2,-7.9,44.1,19,52.1,128,0,49,2
97,South Florida,AAC,0-2,-8.3,18.2,122,26.4,34,-0.2,118,2
98,Louisiana Monroe,Sun Belt,1-1,-9.3,37.8,50,47.1,122,0,85,2
99,Buffalo,MAC,1-1,-9.5,29.5,88,39,94,0,62,2
100,Louisiana Tech,C-USA,1-1,-9.7,28.8,91,38.4,92,-0.1,112,2
101,Ball State,MAC,1-1,-9.8,35.3,63,44.9,113,-0.2,123,2
102,Navy,AAC,1-0,-9.9,32.5,71,42.7,107,0.2,3,2
103,Colorado State,MWC,1-1,-10.4,34.7,66,45.1,114,0,79,2
104,Western Kentucky,C-USA,1-1,-10.5,26.5,101,36.9,84,-0.1,113,2
105,UNLV,MWC,1-1,-10.7,31.3,77,42,104,0,89,2
106,Nevada,MWC,1-1,-11,30.6,81,41.7,101,0,52,2
107,Rutgers,Big Ten,1-1,-11.2,22.8,113,34.1,71,0.1,42,2
108,Texas State,Sun Belt,0-2,-11.7,20.5,117,32,59,-0.2,122,2
109,UAB,C-USA,2-0,-11.7,16.8,125,28.4,41,-0.1,107,2
110,Georgia State,Sun Belt,2-0,-12.7,42.5,27,55.2,130,0,44,2
111,Charlotte,C-USA,1-1,-12.9,34.9,64,47.8,125,0,58,2
112,Florida International,C-USA,0-2,-12.9,23.5,110,36.1,81,-0.3,129,2
113,East Carolina,AAC,1-1,-13.8,28.4,92,42.3,106,0.1,33,2
114,Kansas,Big 12,1-1,-14.2,15.1,127,29.3,48,0,56,2
115,San Jose State,MWC,1-1,-15.5,26.2,102,41.7,102,-0.1,94,2
116,Coastal Carolina,Sun Belt,1-1,-15.5,22.9,112,38.2,91,-0.2,128,2
117,Kent State,MAC,1-1,-15.7,20,118,35.8,80,0.1,22,2
118,South Alabama,Sun Belt,1-1,-18,16.9,124,34.9,76,0,82,2
119,New Mexico,MWC,1-0,-18,29.3,89,47.6,124,0.2,6,2
120,Liberty,Independent,0-2,-18.4,19.9,119,38.1,90,-0.1,111,2
121,Old Dominion,C-USA,1-1,-19.4,22.5,114,41.9,103,0,60,2
122,Connecticut,AAC,1-1,-21.8,14.4,128,36.2,82,0,46,2
123,Rice,C-USA,0-2,-22.3,18.6,120,40.8,98,-0.1,101,2
124,Central Michigan,MAC,1-1,-22.7,22,115,44.8,111,0.1,38,2
125,New Mexico State,Independent,0-2,-23.2,23.4,111,46.6,118,-0.1,96,2
126,UT San Antonio,C-USA,1-1,-24.1,24.9,106,49,127,-0.1,97,2
127,Bowling Green,MAC,1-1,-24.7,18.3,121,42.8,108,-0.2,120,2
128,Akron,MAC,0-2,-24.9,9.2,130,33.8,70,-0.3,130,2
129,UMass,Independent,0-2,-28,24.2,108,52.1,129,-0.1,103,2
130,UTEP,C-USA,1-1,-29.6,17.1,123,46.8,121,0,54,2
1,Alabama,SEC,3-0,36.8,48.3,2,11.5,5,0,50,3
2,Georgia,SEC,3-0,32.3,44.5,4,12.7,7,0.5,3,3
3,Clemson,ACC,3-0,31.8,41.1,8,9.2,2,-0.1,92,3
4,LSU,SEC,3-0,28.5,48.2,3,20.3,33,0.5,2,3
5,Ohio State,Big Ten,3-0,27.4,42.2,6,14.5,13,-0.2,105,3
6,Oklahoma,Big 12,3-0,25.8,51.7,1,25.7,53,-0.3,116,3
7,Wisconsin,Big Ten,2-0,24.9,39.1,16,13.8,10,-0.4,128,3
8,Florida,SEC,3-0,24.5,38.5,17,14.2,11,0.2,30,3
9,Auburn,SEC,3-0,24.3,34.6,31,10.3,4,0.1,40,3
10,Notre Dame,Independent,2-0,22.4,41.4,7,19.4,29,0.4,9,3
11,Texas A&M,SEC,2-1,20.3,34.6,32,14.5,14,0.2,25,3
12,Missouri,SEC,2-1,20.2,36.3,24,16.4,18,0.3,19,3
13,Mississippi State,SEC,2-1,19.9,39.2,15,19.1,28,-0.2,108,3
14,Penn State,Big Ten,3-0,19.1,37.9,18,19.1,26,0.4,11,3
15,Washington,Pac-12,2-1,18.5,37.3,19,19.1,27,0.3,17,3
16,Michigan,Big Ten,2-0,18.4,27.2,74,9,1,0.2,24,3
17,Oregon,Pac-12,2-1,16.7,31.6,48,14.5,12,-0.4,123,3
18,UCF,AAC,3-0,16.4,36.3,25,19.8,32,-0.1,88,3
19,Utah,Pac-12,3-0,16.2,35,29,18.6,24,-0.1,83,3
20,Oklahoma State,Big 12,3-0,14.1,40.4,10,26.4,61,0.1,43,3
21,Miami,ACC,1-2,13.9,33.3,39,19.4,30,0.1,48,3
22,Memphis,AAC,3-0,13.4,26.8,76,13.7,9,0.3,13,3
23,Michigan State,Big Ten,2-1,13.1,23,94,9.9,3,0,69,3
24,Iowa,Big Ten,3-0,12.6,31.1,50,18.8,25,0.3,15,3
25,TCU,Big 12,2-0,12.4,28.8,65,16.6,19,0.2,29,3
26,Washington State,Pac-12,3-0,12.3,40.3,12,28.2,66,0.2,31,3
27,South Carolina,SEC,1-2,12.3,35.8,27,23.7,46,0.2,26,3
28,Texas,Big 12,2-1,12,40.3,11,28.7,71,0.4,5,3
29,Baylor,Big 12,2-0,11.5,34.6,33,23,43,0,53,3
30,Boise State,MWC,3-0,10.9,28.8,67,17.9,21,0,51,3
31,Virginia,ACC,3-0,10.8,29.1,63,18.5,23,0.2,33,3
32,USC,Pac-12,2-1,10,36.7,22,26.7,63,0,65,3
33,Appalachian State,Sun Belt,2-0,10,42.7,5,32.7,91,-0.1,81,3
34,Utah State,MWC,1-1,8.9,35.3,28,26.4,59,0,54,3
35,Iowa State,Big 12,1-1,8.6,30.1,57,21.3,37,-0.2,110,3
36,Tennessee,SEC,1-2,8.4,29.9,59,21.8,39,0.3,16,3
37,Kentucky,SEC,2-1,8.4,37.2,20,28.9,73,0.1,45,3
38,Ole Miss,SEC,2-1,8,23.9,88,15.8,16,-0.1,97,3
39,Nebraska,Big Ten,2-1,7.5,33.6,37,26,56,-0.1,82,3
40,Virginia Tech,ACC,2-1,7.2,28.7,68,21.5,38,0,66,3
41,Minnesota,Big Ten,3-0,7.2,37.2,21,29.7,77,-0.2,104,3
42,Florida State,ACC,1-2,7.2,39.9,13,33,93,0.3,20,3
43,NC State,ACC,2-1,6.3,29.9,60,23.5,44,-0.1,93,3
44,Texas Tech,Big 12,2-1,6.2,26.2,79,20.4,34,0.4,12,3
45,Arizona State,Pac-12,3-0,6,18.8,111,13.1,8,0.4,7,3
46,BYU,Independent,2-1,5.7,26.3,78,20.6,35,-0.1,77,3
47,Temple,AAC,2-0,5.5,25.8,82,19.8,31,-0.5,129,3
48,Indiana,Big Ten,2-1,5.2,29.6,61,24.7,50,0.2,28,3
49,Kansas State,Big 12,3-0,5,27.4,73,22.3,40,-0.1,75,3
50,Cincinnati,AAC,2-1,4.9,23.3,92,18.2,22,-0.1,89,3
51,Wake Forest,ACC,3-0,4.9,33.2,40,28.3,67,0,59,3
52,Fresno State,MWC,0-2,4.3,33.8,35,29.5,76,0,64,3
53,Arizona,Pac-12,2-1,4.2,40.6,9,36.3,109,-0.1,94,3
54,Maryland,Big Ten,2-1,4.1,28.8,66,24.2,48,-0.4,126,3
55,Duke,ACC,2-1,3.6,29.4,62,25.8,54,0.1,36,3
56,West Virginia,Big 12,2-1,3.3,26,80,22.5,41,-0.2,106,3
57,Stanford,Pac-12,1-2,3.2,28.1,70,24.6,49,-0.3,114,3
58,Purdue,Big Ten,1-2,2.8,36.5,23,33.7,97,0,49,3
59,Pittsburgh,ACC,1-2,2.5,19.2,110,16.6,20,-0.2,98,3
60,California,Pac-12,3-0,2.4,17,117,14.6,15,0,67,3
61,Arkansas,SEC,2-1,2.4,25.4,83,23,42,0,61,3
62,San Diego State,MWC,3-0,2.3,13.8,122,11.6,6,0.1,42,3
63,Air Force,MWC,2-0,2.2,28.5,69,26.4,60,0.2,34,3
64,North Carolina,ACC,2-1,1.3,30,58,28.5,70,-0.1,96,3
65,Colorado,Pac-12,2-1,1,39.8,14,39.2,118,0.4,10,3
66,Syracuse,ACC,1-2,0.8,25.3,84,24.8,51,0.4,8,3
67,Louisville,ACC,2-1,0.5,26.6,77,26.1,57,0,57,3
68,Marshall,C-USA,2-1,0.3,31,51,31,82,0.3,18,3
69,Northwestern,Big Ten,1-1,0,16,119,16,17,-0.1,85,3
70,Vanderbilt,SEC,0-2,0,31.8,45,31.9,84,0.1,46,3
71,SMU,AAC,3-0,-0.3,32.8,42,32.9,92,-0.2,102,3
72,Boston College,ACC,2-1,-0.6,33.7,36,34.1,101,-0.2,111,3
73,Arkansas State,Sun Belt,1-2,-0.8,27.9,71,28.5,69,-0.2,101,3
74,Tulane,AAC,2-1,-0.8,22.8,95,23.9,47,0.3,22,3
75,Houston,AAC,1-2,-0.9,34.6,30,35.7,107,0.1,38,3
76,Southern Mississippi,C-USA,2-1,-1.2,31,52,32.1,86,-0.1,86,3
77,Western Michigan,MAC,2-1,-2.1,32.9,41,35,104,0,71,3
78,UCLA,Pac-12,0-3,-2.2,24.5,87,26.5,62,-0.2,107,3
79,North Texas,C-USA,1-2,-2.4,27.1,75,29.9,78,0.3,14,3
80,Toledo,MAC,1-1,-2.5,31.5,49,34.4,103,0.4,6,3
81,Wyoming,MWC,3-0,-2.5,23.9,89,26.4,58,0,72,3
82,Army,Independent,2-1,-2.8,21.1,103,23.6,45,-0.2,109,3
83,Illinois,Big Ten,2-1,-2.8,28.9,64,32.1,85,0.4,4,3
84,Troy,Sun Belt,1-1,-3.4,35.8,26,39,117,-0.2,103,3
85,Ohio,MAC,1-2,-3.4,31.6,47,35.1,105,0.1,41,3
86,South Florida,AAC,1-2,-3.5,17.8,114,21.1,36,-0.2,99,3
87,Lousisiana,Sun Belt,2-1,-3.5,32.3,43,35.8,108,-0.1,79,3
88,Florida Atlantic,C-USA,1-2,-3.8,27.8,72,31.5,83,-0.1,84,3
89,Georgia Tech,ACC,1-2,-3.9,22.1,101,25.9,55,-0.1,95,3
90,Northern Illinois,MAC,1-2,-5,23.9,90,28.8,72,0,73,3
91,Louisiana Tech,C-USA,2-1,-5.4,23.8,91,28.9,74,-0.3,122,3
92,Georgia Southern,Sun Belt,1-2,-5.9,21,105,26.9,64,0,58,3
93,Eastern Michigan,MAC,2-1,-6.1,30.7,54,37.1,111,0.2,27,3
94,Tulsa,AAC,1-2,-6.2,23,93,29.2,75,0,56,3
95,Hawai'i,MWC,2-1,-6.9,34.3,34,40.9,121,-0.3,119,3
96,Oregon State,Pac-12,1-2,-7.4,33.6,38,41,122,0.1,39,3
97,Navy,AAC,2-0,-7.6,25.1,86,33.3,94,0.6,1,3
98,Miami (OH),MAC,1-2,-7.7,26,81,33.7,96,0,62,3
99,Nevada,MWC,2-1,-8.1,22.7,96,30.8,81,0,52,3
100,Florida International,C-USA,1-2,-9.9,17.7,115,27.4,65,-0.3,115,3
101,Kansas,Big 12,2-1,-10,18.4,112,28.4,68,0,63,3
102,Louisiana Monroe,Sun Belt,1-1,-10.1,30.3,56,40.4,120,-0.1,91,3
103,Middle Tennessee,C-USA,1-2,-10.9,30.5,55,41.4,123,0.1,47,3
104,UNLV,MWC,1-2,-11.2,22.4,99,33.3,95,-0.3,112,3
105,Colorado State,MWC,1-2,-11.4,32.2,44,43.6,127,0,60,3
106,Western Kentucky,C-USA,1-2,-12.3,20.1,107,32.3,87,-0.1,90,3
107,UAB,C-USA,2-0,-12.5,12.6,125,24.9,52,-0.2,100,3
108,Charlotte,C-USA,2-1,-12.6,31.8,46,44.5,128,0.1,37,3
109,Ball State,MAC,1-2,-12.7,25.2,85,37.6,113,-0.3,113,3
110,Texas State,Sun Belt,0-3,-12.8,20.1,108,32.4,88,-0.5,130,3
111,Buffalo,MAC,1-2,-12.9,22.7,97,35.2,106,-0.3,121,3
112,Rutgers,Big Ten,1-1,-13.1,17.4,116,30.6,79,0.2,32,3
113,Liberty,Independent,1-2,-13.5,20.6,106,33.8,98,-0.3,118,3
114,Coastal Carolina,Sun Belt,2-1,-15.3,15.8,120,30.7,80,-0.3,120,3
115,San Jose State,MWC,1-1,-15.8,18.1,113,33.8,100,-0.1,87,3
116,East Carolina,AAC,1-2,-16.2,22.1,100,38.3,115,0,55,3
117,Kent State,MAC,1-2,-17,21,104,38.2,114,0.1,35,3
118,Georgia State,Sun Belt,2-1,-17.4,31,53,48.6,129,0.2,23,3
119,Central Michigan,MAC,2-1,-19.8,20,109,39.8,119,-0.1,78,3
120,New Mexico,MWC,1-1,-20.5,21.8,102,42.6,126,0.3,21,3
121,Old Dominion,C-USA,1-1,-21.2,12.9,124,34.2,102,0.1,44,3
122,South Alabama,Sun Belt,1-2,-21.4,11.2,127,32.6,89,0,70,3
123,New Mexico State,Independent,0-3,-22.6,15,121,37.5,112,-0.1,74,3
124,Connecticut,AAC,1-1,-24.5,8.2,130,32.6,90,-0.1,76,3
125,UT San Antonio,C-USA,1-2,-24.9,17,118,41.5,124,-0.4,124,3
126,Akron,MAC,0-3,-25.1,9.2,129,33.8,99,-0.4,125,3
127,Bowling Green,MAC,1-2,-25.4,11.3,126,36.3,110,-0.4,127,3
128,Rice,C-USA,0-3,-25.6,13.3,123,38.6,116,-0.3,117,3
129,UMass,Independent,0-3,-27.8,22.6,98,50.3,130,0,68,3
130,UTEP,C-USA,1-1,-31.3,10.4,128,41.7,125,-0.1,80,3
1,Alabama,SEC,4-0,33.6,47.1,3,13.4,7,-0.1,76,4
2,Ohio State,Big Ten,4-0,31.1,44.2,5,13,5,-0.1,89,4
3,Clemson,ACC,4-0,29.3,40.5,13,11.1,2,-0.1,85,4
4,Georgia,SEC,4-0,27.5,41.5,9,14.3,10,0.3,21,4
5,Wisconsin,Big Ten,3-0,27.4,41.8,8,14,9,-0.4,129,4
6,Oklahoma,Big 12,3-0,26.9,52.3,1,25.1,49,-0.3,120,4
7,LSU,SEC,4-0,26.5,47.5,2,21.6,38,0.5,2,4
8,Florida,SEC,4-0,22.5,35.7,23,13.4,8,0.3,20,4
9,Washington,Pac-12,3-1,21.4,39.4,15,18.2,23,0.3,13,4
10,Auburn,SEC,4-0,21.4,34.6,31,13.3,6,0.2,29,4
11,Penn State,Big Ten,3-0,20.7,38.6,16,18.3,24,0.4,6,4
12,Notre Dame,Independent,2-1,20.2,40.3,14,20.5,35,0.4,4,4
13,Oregon,Pac-12,3-1,18.9,31.8,48,12.6,4,-0.3,119,4
14,Mississippi State,SEC,3-1,18,37.8,17,19.5,32,-0.3,121,4
15,Missouri,SEC,3-1,17,31.3,53,14.5,11,0.3,18,4
16,UCF,AAC,3-1,17,35.5,24,18.5,28,0,53,4
17,Memphis,AAC,3-0,16.3,28.3,73,12.4,3,0.4,5,4
18,Texas A&M,SEC,2-2,16.2,32.7,43,16.6,15,0.1,41,4
19,Texas,Big 12,3-1,15.6,43,7,27.8,66,0.3,12,4
20,Michigan State,Big Ten,3-1,15.6,25.1,87,9.4,1,-0.1,84,4
21,Iowa State,Big 12,2-1,15.5,33.5,37,17.9,19,-0.1,95,4
22,Utah,Pac-12,3-1,15.2,35,28,19.7,34,0,69,4
23,Washington State,Pac-12,3-1,14.9,45.9,4,31.1,80,0.1,32,4
24,Oklahoma State,Big 12,3-1,14.3,41.2,10,26.9,59,0,65,4
25,Baylor,Big 12,3-0,14.1,33.1,39,18.6,29,-0.4,125,4
26,Michigan,Big Ten,2-1,13.9,28.3,72,14.8,12,0.4,7,4
27,Kansas State,Big 12,3-0,13.8,31.9,47,18,20,-0.1,77,4
28,TCU,Big 12,2-1,13.5,31.6,50,18.4,25,0.2,26,4
29,Iowa,Big Ten,3-0,13.5,31.5,52,18.4,27,0.4,11,4
30,Miami,ACC,2-2,12.1,29.3,64,17.2,17,-0.1,80,4
31,USC,Pac-12,3-1,11.9,37.8,18,25.9,52,0.1,42,4
32,Indiana,Big Ten,3-1,10.8,32,45,21.4,36,0.2,25,4
33,Texas Tech,Big 12,2-1,10.8,28.5,69,18.1,22,0.4,8,4
34,Maryland,Big Ten,2-1,9.6,31.6,51,21.5,37,-0.4,127,4
35,Nebraska,Big Ten,3-1,9.5,34.7,30,24.9,47,-0.2,112,4
36,Arizona,Pac-12,2-1,9,43.1,6,34,102,-0.1,92,4
37,Virginia,ACC,4-0,8.9,26.5,80,17.6,18,0,51,4
38,Utah State,MWC,2-1,8.9,31.1,54,22.2,39,-0.1,90,4
39,Arizona State,Pac-12,3-1,8.8,25.4,85,16.8,16,0.3,19,4
40,Wake Forest,ACC,4-0,7.1,34.3,34,27.2,60,0,62,4
41,Boise State,MWC,4-0,6.8,30.1,60,23.3,44,0,61,4
42,Appalachian State,Sun Belt,3-0,6.6,40.5,12,33.9,100,0.1,45,4
43,SMU,AAC,4-0,6,35,27,28.9,69,-0.1,98,4
44,California,Pac-12,4-0,5.9,23.9,92,18,21,0,58,4
45,South Carolina,SEC,1-3,5.8,28,76,22.5,41,0.3,17,4
46,Temple,AAC,2-1,5.7,22.6,96,16.5,14,-0.4,124,4
47,Navy,AAC,2-0,5.6,31.7,49,26.7,56,0.6,1,4
48,NC State,ACC,3-1,5.4,29.1,65,23.6,46,0,57,4
49,Air Force,MWC,2-1,5.2,32.3,44,27.3,63,0.2,27,4
50,North Texas,C-USA,2-2,4.7,30.5,56,26.1,54,0.3,22,4
51,Minnesota,Big Ten,3-0,4.6,35.8,22,31,79,-0.2,109,4
52,Kentucky,SEC,2-2,4.3,33.5,35,29.3,71,0,52,4
53,Virginia Tech,ACC,2-1,4.3,27,78,22.7,43,0,66,4
54,Ole Miss,SEC,2-2,4,23.3,94,19.2,30,-0.2,100,4
55,Colorado,Pac-12,3-1,3.7,41,11,37.6,113,0.4,10,4
56,Lousisiana,Sun Belt,3-1,3.2,36.1,20,32.8,90,0,56,4
57,Florida State,ACC,2-2,3.2,37.1,19,33.9,98,0,74,4
58,Tulane,AAC,3-1,3,30.2,59,27.4,65,0.2,24,4
59,Cincinnati,AAC,2-1,3,22.3,100,19.2,31,-0.1,91,4
60,Duke,ACC,2-1,2.6,29,66,26.5,55,0.1,31,4
61,Marshall,C-USA,2-1,2.2,31.9,46,30,75,0.3,15,4
62,Pittsburgh,ACC,2-2,1.5,20,111,18.4,26,-0.2,107,4
63,Tennessee,SEC,1-3,1.3,24.7,91,23.5,45,0.1,36,4
64,BYU,Independent,2-2,0.8,25.7,83,25,48,0.1,44,4
65,North Carolina,ACC,2-2,0.4,30.8,55,30.3,76,-0.1,88,4
66,Troy,Sun Belt,2-1,0.1,35.2,25,35,106,-0.1,81,4
67,Fresno State,MWC,1-2,-0.3,28.3,71,28.5,67,-0.1,79,4
68,Illinois,Big Ten,2-2,-0.3,32.8,40,33.6,96,0.5,3,4
69,Louisville,ACC,2-2,-0.6,28.7,68,29.4,72,0.1,35,4
70,Army,Independent,3-1,-0.6,25.1,88,25.8,51,0.1,34,4
71,San Diego State,MWC,3-1,-0.8,14.6,124,15.5,13,0.2,28,4
72,Purdue,Big Ten,1-2,-1.1,34.5,33,35.6,108,0.1,47,4
73,Boston College,ACC,3-1,-1.4,32.8,41,34,103,-0.2,108,4
74,West Virginia,Big 12,3-1,-1.6,25.4,84,26.8,57,-0.2,99,4
75,Syracuse,ACC,2-2,-2,28.3,74,30.6,77,0.3,14,4
76,Florida Atlantic,C-USA,2-2,-2,27.8,77,29.8,73,0,64,4
77,Kansas,Big 12,2-2,-2.4,25.1,89,27.4,64,0,71,4
78,UCLA,Pac-12,1-3,-2.5,30.3,57,32.6,87,-0.2,105,4
79,Arkansas State,Sun Belt,2-2,-2.6,30.3,58,32.8,91,0,72,4
80,Oregon State,Pac-12,1-2,-2.9,35.9,21,38.9,117,0.1,37,4
81,Tulsa,AAC,2-2,-3,22.5,98,25.4,50,-0.1,83,4
82,Arkansas,SEC,2-2,-3.1,23.6,93,26.8,58,0.1,46,4
83,Western Michigan,MAC,2-2,-3.2,33.3,38,36.5,109,0,68,4
84,Houston,AAC,1-3,-3.3,34.8,29,38.1,114,0,67,4
85,Southern Mississippi,C-USA,2-2,-3.6,29.4,63,32.8,89,-0.2,102,4
86,UAB,C-USA,3-0,-3.8,19,116,22.5,42,-0.3,115,4
87,Toledo,MAC,2-1,-4.4,35.1,26,39.8,119,0.4,9,4
88,Stanford,Pac-12,1-3,-4.6,21.5,104,26,53,-0.1,93,4
89,Hawai'i,MWC,3-1,-5.6,33.5,36,38.8,116,-0.3,117,4
90,South Florida,AAC,1-2,-5.8,16.7,122,22.3,40,-0.2,104,4
91,Coastal Carolina,Sun Belt,3-1,-6.1,22.8,95,28.6,68,-0.3,114,4
92,Louisiana Tech,C-USA,3-1,-6.2,27,79,33.1,93,-0.1,97,4
93,Northwestern,Big Ten,1-2,-6.3,13.6,126,19.7,33,-0.1,82,4
94,Liberty,Independent,2-2,-6.7,26.2,81,32.7,88,-0.2,106,4
95,Georgia Tech,ACC,1-2,-7.1,20.3,108,27.2,61,-0.1,96,4
96,Wyoming,MWC,3-1,-7.3,20,110,27.3,62,0,73,4
97,Ohio,MAC,1-3,-7.6,29.5,62,37.3,111,0.2,30,4
98,Charlotte,C-USA,2-2,-7.7,32.7,42,40.5,122,0,55,4
99,Ball State,MAC,1-3,-9.1,24.8,90,33.7,97,-0.2,110,4
100,Eastern Michigan,MAC,3-1,-9.3,28.9,67,38.3,115,0.1,40,4
101,Colorado State,MWC,1-3,-9.6,34.5,32,44.2,127,0.1,48,4
102,Florida International,C-USA,1-3,-9.8,22,103,31.5,81,-0.2,111,4
103,Nevada,MWC,3-1,-10,22.1,101,32.2,84,0.1,39,4
104,Georgia Southern,Sun Belt,1-2,-10.7,18.4,117,29.1,70,0,50,4
105,Rutgers,Big Ten,1-2,-10.9,19.8,112,31,78,0.3,16,4
106,Western Kentucky,C-USA,1-2,-11.2,20.6,106,31.7,82,-0.1,94,4
107,San Jose State,MWC,2-1,-11.3,22,102,33.1,94,-0.2,103,4
108,Vanderbilt,SEC,0-3,-11.6,28.2,75,39.9,120,0.1,33,4
109,Middle Tennessee,C-USA,1-2,-12.1,29.8,61,42,123,0.1,43,4
110,Buffalo,MAC,2-2,-12.6,19.4,115,31.7,83,-0.3,122,4
111,East Carolina,AAC,2-2,-13.1,20.1,109,33.3,95,0,54,4
112,Northern Illinois,MAC,1-2,-13.5,19.6,113,33,92,0,70,4
113,Miami (OH),MAC,1-3,-14.2,22.4,99,36.6,110,0,63,4
114,Louisiana Monroe,Sun Belt,1-2,-14.3,28.4,70,42.4,124,-0.3,113,4
115,UNLV,MWC,1-2,-14.5,20.6,105,34.8,105,-0.3,116,4
116,Old Dominion,C-USA,1-2,-14.8,15.2,123,29.9,74,-0.1,86,4
117,Kent State,MAC,2-2,-14.8,22.5,97,37.5,112,0.1,38,4
118,Texas State,Sun Belt,1-3,-14.9,17.7,118,32.2,85,-0.4,123,4
119,Central Michigan,MAC,2-2,-17,17.3,120,34.3,104,-0.1,78,4
120,Georgia State,Sun Belt,2-2,-18.2,25.8,82,44,126,0,49,4
121,South Alabama,Sun Belt,1-3,-21,13,128,33.9,99,0,75,4
122,Rice,C-USA,0-4,-21.8,13.9,125,35.5,107,-0.2,101,4
123,New Mexico,MWC,2-1,-22.8,25.2,86,48.3,129,0.3,23,4
124,Connecticut,AAC,1-2,-23.6,8.8,130,32.4,86,0,60,4
125,UT San Antonio,C-USA,1-3,-23.8,17,121,40.3,121,-0.5,130,4
126,New Mexico State,Independent,0-4,-23.9,19.6,114,43.5,125,0,59,4
127,Akron,MAC,0-4,-25.2,9.1,129,33.9,101,-0.4,126,4
128,Bowling Green,MAC,1-3,-26.4,13,127,39,118,-0.4,128,4
129,UTEP,C-USA,1-2,-27.1,17.4,119,44.4,128,-0.1,87,4
130,UMass,Independent,0-4,-31.3,20.3,107,51.3,130,-0.3,118,4
1,Alabama,SEC,5-0,31.8,46.4,3,14.5,8,-0.1,84,5
2,Ohio State,Big Ten,5-0,31.5,43.8,5,12.3,3,0,55,5
3,Oklahoma,Big 12,4-0,28.3,51.9,1,23.4,42,-0.2,97,5
4,Georgia,SEC,4-0,26.5,40.9,8,14.8,12,0.4,12,5
5,LSU,SEC,4-0,25.7,46.9,2,21.9,35,0.7,1,5
6,Clemson,ACC,5-0,24.5,38.3,15,13.8,5,0,68,5
7,Penn State,Big Ten,4-0,24.5,40.6,9,16.4,16,0.3,19,5
8,Wisconsin,Big Ten,4-0,23.3,35.5,28,11.7,1,-0.5,127,5
9,Auburn,SEC,5-0,21.7,37.9,16,16.5,18,0.3,25,5
10,Florida,SEC,5-0,21.5,36.3,22,15.2,14,0.4,16,5
11,Washington,Pac-12,4-1,21,39.4,13,18.9,28,0.5,6,5
12,Oregon,Pac-12,3-1,19.2,32.1,45,12.5,4,-0.4,118,5
13,Michigan,Big Ten,3-1,18.5,31.8,48,13.8,6,0.5,4,5
14,UCF,AAC,4-1,17.8,36,25,18.2,26,0,69,5
15,Missouri,SEC,3-1,17.8,31.7,49,14.3,7,0.4,11,5
16,Texas,Big 12,3-1,17.6,44,4,26.8,61,0.5,7,5
17,Utah,Pac-12,4-1,17.5,37.2,18,19.5,31,-0.1,83,5
18,Oklahoma State,Big 12,4-1,17.4,39.8,12,22.5,37,0,66,5
19,TCU,Big 12,3-1,17.3,33.6,35,16.4,17,0.2,39,5
20,Iowa,Big Ten,4-0,17,34.4,30,17.8,22,0.4,13,5
21,Michigan State,Big Ten,4-1,17,29.2,62,12,2,-0.1,90,5
22,Notre Dame,Independent,3-1,16.7,36.2,24,19.6,32,0.1,43,5
23,Texas A&M,SEC,3-2,15.6,33.3,38,17.8,23,0.2,36,5
24,Iowa State,Big 12,2-2,15.5,33.5,37,17.8,24,-0.2,93,5
25,Memphis,AAC,4-0,15.4,29.7,57,14.6,9,0.3,17,5
26,Baylor,Big 12,4-0,14.9,32.4,42,17.2,20,-0.3,110,5
27,Mississippi State,SEC,3-2,12.6,37.3,17,24.3,46,-0.4,122,5
28,USC,Pac-12,3-2,11.9,36.9,19,25.1,51,0.1,40,5
29,Indiana,Big Ten,3-2,11.9,34.8,29,23.1,40,0.2,29,5
30,Washington State,Pac-12,3-2,11.3,42.5,6,31.5,84,0.3,21,5
31,Miami,ACC,2-2,11.3,29.1,65,17.7,21,-0.1,86,5
32,Arizona State,Pac-12,4-1,10.6,25,89,14.6,10,0.3,26,5
33,Minnesota,Big Ten,4-0,10.4,39.2,14,28.5,67,-0.2,96,5
34,South Carolina,SEC,2-3,9.6,28.2,71,18.9,29,0.4,14,5
35,Kansas State,Big 12,3-1,9,29.6,58,20.8,34,0.2,38,5
36,Arizona,Pac-12,3-1,8.5,40.5,10,31.8,85,-0.2,95,5
37,SMU,AAC,5-0,8.3,35.7,27,27.1,62,-0.3,113,5
38,Cincinnati,AAC,3-1,8.1,27.3,76,19.2,30,0,63,5
39,Nebraska,Big Ten,3-2,7.9,34,33,25.6,53,-0.5,124,5
